generation biomass,generation fossil brown coal/lignite,generation fossil coal-derived gas,generation fossil gas,generation fossil hard coal,generation fossil oil,generation fossil oil shale,generation fossil peat,generation geothermal,generation hydro pumped storage aggregated,generation hydro pumped storage consumption,generation hydro run-of-river and poundage,generation hydro water reservoir,generation marine,generation nuclear,generation other,generation other renewable,generation solar,generation waste,generation wind offshore,generation wind onshore,forecast solar day ahead,forecast wind offshore eday ahead,forecast wind onshore day ahead,total load forecast,total load actual,price day ahead,price actual
403,965,0,11278,5011,350,0,0,0,,0,717,1765,0,5911,28,104,4025,286,0,897,3873,,1000,35519,35294,54.98,61.63
400,954,0,11403,5028,351,0,0,0,,0,724,1992,0,5904,22,105,4714,281,0,628,4417,,730,36544,36282,54.98,63.79
399,965,0,11608,5072,349,0,0,0,,0,722,2350,0,5894,27,102,4994,280,0,580,4893,,613,37540,37284,55.19,64.05
397,976,0,11578,5071,346,0,0,0,,0,714,2443,0,5888,28,104,5158,278,0,855,5194,,759,38061,37853,55.3,64.3
399,977,0,11339,5071,345,0,0,0,,0,698,2009,0,5879,27,104,5225,278,0,1266,5253,,1212,37429,37198,54.69,63.77
390,968,0,11255,5067,344,0,0,0,,0,684,1609,0,5877,28,103,5159,286,0,1678,5139,,1707,36697,36325,54.1,62.54
395,970,0,11168,5066,340,0,0,0,,0,643,1285,0,5873,27,106,4938,314,0,2076,4899,,2079,36508,36141,52.61,60.97
396,972,0,10866,5045,343,0,0,0,,0,612,1077,0,5872,27,108,4582,314,0,2556,4538,,2476,36275,35851,51.69,60
397,964,0,10565,5067,346,0,0,0,,0,617,728,0,5875,27,100,4056,315,0,3155,3974,,3005,35623,35259,50.49,58.8
396,815,0,10153,5073,346,0,0,0,,0,632,742,0,5878,27,100,3307,314,0,3448,3059,,3639,35050,34752,51,58.3
395,795,0,10517,5067,341,0,0,0,,0,636,776,0,5880,26,100,2095,309,0,3420,1853,,3564,34145,33994,51.43,58.71
400,784,0,10701,5052,340,0,0,0,,0,670,876,0,5887,16,98,996,312,0,3642,934,,3501,33538,33601,51.97,59.3
400,820,0,10216,5026,346,0,0,0,,0,653,739,0,5892,15,99,701,304,0,4226,655,,4017,33019,32802,51.69,59.55
398,753,0,8651,4929,348,0,0,0,,13,598,654,0,5894,15,100,665,310,0,4412,603,,4412,31092,30674,48.75,56.62
401,598,0,7371,4725,326,0,0,0,,92,585,923,0,5900,15,99,617,318,0,4327,575,,4295,29871,29614,54.92,60
405,571,0,6945,4663,321,0,0,0,,0,570,845,0,5900,15,97,604,320,0,4115,568,,4142,28089,27958,50,54.83
406,580,0,6428,4542,321,0,0,0,,0,569,668,0,5902,15,96,597,317,0,3653,545,,3721,26570,26567,45.96,51.06
406,651,0,5995,4505,316,0,0,0,,0,543,516,0,5903,15,94,595,321,0,3322,529,,3213,25667,25663,46.36,51.11
405,620,0,5717,4413,305,0,0,0,,8,515,414,0,5906,15,92,595,318,0,3125,542,,3035,25076,25123,46.01,50.62
404,594,0,5742,4216,297,0,0,0,,146,529,468,0,5909,15,94,593,319,0,2940,513,,2880,24691,24739,45.73,50.55
408,591,0,5937,4129,294,0,0,0,,146,534,516,0,5907,15,93,439,323,0,2837,428,,2789,24600,24854,45.03,49.72
405,579,0,5898,3993,297,0,0,0,,146,543,496,0,5909,15,91,315,323,0,2796,419,,2746,24770,24949,45.73,50.19
407,684,0,6173,4317,299,0,0,0,,33,632,780,0,5912,16,92,815,332,0,2733,1032,,2764,26359,26231,51.62,56.86
410,820,0,6506,4676,299,0,0,0,,0,666,1258,0,5909,16,104,2227,332,0,2394,2462,,2564,28835,28412,53.9,59.22
406,889,0,6541,4743,298,0,0,0,,0,682,1830,0,5905,16,103,3968,332,0,2323,3985,,2329,31102,30468,53.55,59.01
404,941,0,6736,4856,298,0,0,0,,0,670,1731,0,5898,15,106,4647,330,0,2650,4520,,2512,32127,31525,53.8,59.65
402,953,0,6714,4972,297,0,0,0,,0,666,1483,0,5894,15,107,4970,321,0,3641,4923,,3245,32798,32311,52.59,58.57
397,903,0,6668,4798,295,0,0,0,,0,674,1090,0,5888,15,107,5177,312,0,4649,5189,,4393,33361,32795,53.27,59.43
399,869,0,6348,4655,286,0,0,0,,4,670,852,0,5882,15,94,5175,320,0,5330,5188,,5319,33235,32782,51.61,57.84
397,854,0,6366,4561,283,0,0,0,,215,633,638,0,5879,15,93,5013,310,0,5897,5047,,5836,32439,32373,48.13,53.93
396,876,0,6300,4386,280,0,0,0,,536,584,497,0,5877,15,94,4765,302,0,6182,4765,,6290,31873,31789,44.1,50.14
394,901,0,6198,4286,283,0,0,0,,681,567,548,0,5875,14,95,4491,303,0,6219,4397,,6383,31481,31529,43.05,49.22
395,805,0,6054,4338,283,0,0,0,,534,541,595,0,5874,14,93,3877,314,0,6266,3784,,6330,31341,31251,43.4,49.95
395,691,0,5960,4466,284,0,0,0,,108,542,593,0,5878,14,94,2986,324,0,6337,2849,,6452,31268,31191,45.06,51.51
397,635,0,6463,4671,285,0,0,0,,0,558,983,0,5885,15,96,1773,321,0,5840,1795,,6122,31106,30994,48,54.23
404,616,0,6541,4901,283,0,0,0,,0,593,2344,0,5950,15,96,862,325,0,5308,962,,5347,31222,31382,50.64,57.38
388,618,0,6591,5018,255,0,0,0,,0,599,2626,0,5960,15,96,686,321,0,4885,685,,4891,31181,31310,53.8,60.35
375,566,0,6343,4877,256,0,0,0,,0,583,1994,0,5969,13,95,667,317,0,4758,609,,4576,29541,29676,51.07,57.84
379,600,0,6550,4721,253,0,0,0,,0,567,1134,0,5991,13,96,634,326,0,4467,585,,4465,27646,27900,51.1,56.06
390,626,0,6190,4389,252,0,0,0,,0,529,892,0,5994,13,96,612,340,0,3859,580,,3966,26016,26272,48.22,53.04
392,630,0,5721,4202,253,0,0,0,,0,503,535,0,5997,13,92,569,339,0,3548,527,,3500,24628,24931,45.76,50.59
390,614,0,5425,4108,253,0,0,0,,0,501,591,0,6001,13,93,490,336,0,3138,497,,3204,23725,24092,45,50.15
382,572,0,5301,4065,253,0,0,0,,0,501,696,0,6003,13,92,372,341,0,2783,382,,2828,23190,23533,44.96,50.66
387,519,0,5170,4012,253,0,0,0,,0,504,736,0,6027,14,94,335,336,0,2697,324,,2664,22861,23087,43.4,49.5
392,588,0,5301,3943,253,0,0,0,,26,509,573,0,6057,14,92,276,328,0,2593,255,,2555,22681,22971,43.16,48.96
387,617,0,5008,3813,254,0,0,0,,406,512,507,0,6089,14,91,205,327,0,2424,297,,2543,22282,22413,41.58,47.37
387,621,0,5288,3905,254,0,0,0,,219,542,694,0,6098,13,91,717,331,0,1951,943,,2149,23076,23203,41.72,48.01
391,602,0,5625,4134,255,0,0,0,,0,567,1363,0,6084,12,94,1974,325,0,1280,2390,,1501,24739,24724,41.72,48.13
390,596,0,5206,4447,255,0,0,0,,0,603,1290,0,6077,12,92,3821,324,0,1180,3892,,1131,26567,26188,41.72,48.13
385,601,0,5405,4578,254,0,0,0,,0,618,1330,0,6073,12,92,4628,325,0,1388,4316,,1324,27650,27414,43.16,49.92
366,622,0,5497,4664,254,0,0,0,,0,625,1179,0,6070,12,89,4995,323,0,2154,4807,,1943,28573,28661,43.4,50.15
366,604,0,5315,4610,247,0,0,0,,0,614,1013,0,6067,12,90,5157,316,0,3217,5106,,3038,29479,29653,43.4,50.18
368,589,0,5102,4536,245,0,0,0,,14,600,736,0,6067,12,90,5179,318,0,4350,5112,,4202,29907,30197,41.72,48.77
364,588,0,4947,4346,245,0,0,0,,880,586,524,0,6065,12,84,5050,319,0,5210,4988,,5179,29359,29855,40.7,47.21
363,601,0,4870,4103,236,0,0,0,,1434,569,511,0,6059,12,86,4808,318,0,5927,4766,,5700,29003,29396,40.28,46.57
360,597,0,4995,3930,240,0,0,0,,1491,562,483,0,6062,12,82,4362,316,0,6164,4430,,6111,28671,29040,40.26,46.46
356,606,0,5201,3984,246,0,0,0,,979,552,589,0,6082,13,81,3789,315,0,5918,3896,,6065,28614,28846,41.14,48.09
359,626,0,5448,4121,246,0,0,0,,273,555,671,0,6115,13,86,3022,322,0,5621,3014,,5822,28755,28858,41.58,48.87
375,630,0,5560,4330,246,0,0,0,,0,562,1073,0,6148,13,87,1750,326,0,5159,1815,,5400,29023,29018,45.4,52.32
373,644,0,6077,4664,248,0,0,0,,0,575,2033,0,6183,13,89,857,327,0,4859,990,,4924,30045,30205,53.55,60.37
334,644,0,6110,4680,259,0,0,0,,0,576,2505,0,6213,13,87,680,330,0,4981,670,,4957,31019,31145,56.35,63.2
335,657,0,5824,4338,260,0,0,0,,0,587,1955,0,6240,13,87,645,333,0,5072,603,,5031,29435,29536,55.19,61.68
335,581,0,5408,4070,259,0,0,0,,10,540,1108,0,6271,13,87,624,336,0,5186,578,,5013,27556,27712,47.41,53.18
336,517,0,4975,3582,260,0,0,0,,229,514,652,0,6303,13,86,587,335,0,5158,557,,5152,25733,25866,41.49,47.31
359,513,0,5009,3402,259,0,0,0,,392,495,448,0,6316,13,86,551,337,0,4624,550,,4744,24478,24608,40.3,45.62
392,514,0,5039,3408,257,0,0,0,,535,490,415,0,6318,13,86,460,337,0,4214,476,,4243,23911,23848,40.3,45.89
392,514,0,4988,3503,257,0,0,0,,595,489,454,0,6322,14,88,400,333,0,3850,425,,3962,23669,23570,40.3,45.83
393,523,0,5419,3720,258,0,0,0,,628,489,461,0,6337,13,84,308,341,0,3292,369,,3519,24075,23899,40.3,46.08
392,625,0,6341,4212,259,0,0,0,,5,491,634,0,6338,14,82,200,334,0,2938,238,,3011,25948,25726,41.8,47.52
391,746,0,7324,4672,266,0,0,0,,0,526,570,0,6337,14,81,183,332,0,3051,308,,2960,27742,27425,48.4,53.51
393,881,0,8433,5007,293,0,0,0,,0,602,934,0,6336,13,83,673,336,0,2597,872,,2852,29948,29484,50.2,57.03
393,931,0,9639,5323,308,0,0,0,,0,669,1687,0,6334,11,94,1975,337,0,1835,2306,,2055,32366,31814,53,59.37
391,945,0,9445,5372,317,0,0,0,,0,679,2211,0,6326,14,94,3913,337,0,1657,3880,,1670,33877,33384,53.27,59.72
388,939,0,9665,5383,324,0,0,0,,0,703,2154,0,6303,13,98,4667,335,0,1949,4457,,1851,34732,34283,53.4,62.38
384,961,0,9702,5353,323,0,0,0,,0,701,2006,0,6307,16,98,5012,321,0,2590,4921,,2502,35750,35385,54.58,63.71
387,954,0,9835,5390,322,0,0,0,,1,685,1557,0,6315,16,97,5130,318,0,3211,5166,,3292,36530,35995,54.19,63.31
392,965,0,9685,5397,325,0,0,0,,0,685,1360,0,6313,16,99,5094,317,0,3676,5176,,3872,36132,35578,52.59,61.62
386,890,0,9586,5369,333,0,0,0,,0,683,1039,0,6318,15,93,4953,324,0,4228,5051,,4261,35369,35036,51.26,59.41
388,877,0,9416,5398,329,0,0,0,,0,666,928,0,6315,16,94,4613,318,0,4617,4779,,4798,35090,34939,50.71,58.61
389,874,0,9514,5249,332,0,0,0,,0,617,755,0,6311,16,93,4238,319,0,4984,4366,,4905,35055,34821,50,57.92
387,857,0,9611,5186,331,0,0,0,,0,591,677,0,6311,16,91,3542,324,0,5291,3696,,5262,34477,34309,47.26,55.52
383,726,0,9351,5230,331,0,0,0,,0,580,568,0,6315,15,93,2518,308,0,5699,2745,,5532,33896,33547,45.97,53.64
362,682,0,8958,5240,332,0,0,0,,0,571,653,0,6322,15,96,1431,311,0,5858,1617,,5770,33280,32790,48,55.49
355,734,0,9205,5241,341,0,0,0,,0,594,817,0,6351,15,97,816,312,0,5807,725,,5828,33377,32980,50.1,57.61
359,740,0,9224,5232,348,0,0,0,,0,597,787,0,6389,15,95,726,314,0,5513,534,,5590,32922,32262,50.44,57.95
360,644,0,7892,4982,349,0,0,0,,105,580,528,0,6393,15,93,692,326,0,5219,547,,5211,30493,29950,46.95,55.17
358,595,0,5604,5528,230,0,0,0,,0,486,1284,0,7105,57,97,52,311,0,3636,10,,3660,26842,26843,69.2,56.11
352,593,0,5092,5214,230,0,0,0,,20,447,534,0,7105,57,97,51,317,0,3491,30,,3549,24545,24617,61.07,51.97
353,598,0,4704,5025,224,0,0,0,,526,445,393,0,7105,58,96,51,317,0,3441,9,,3414,22915,22827,55.47,48.9
358,598,0,4591,4753,222,0,0,0,,1415,441,393,0,7105,57,97,50,325,0,3483,9,,3439,22061,21959,50.22,47.87
358,598,0,4653,4652,223,0,0,0,,2072,445,387,0,7105,57,96,45,325,0,3451,10,,3475,21645,21533,47.99,48.15
358,598,0,4640,4635,217,0,0,0,,2145,446,363,0,7104,57,86,38,327,0,3665,9,,3591,21682,21624,48,49.64
359,598,0,4822,4692,215,0,0,0,,1976,440,375,0,7105,57,90,36,318,0,3748,10,,3746,22145,22088,47.89,52.65
358,634,0,4994,4747,215,0,0,0,,1104,455,389,0,7106,57,90,51,321,0,3752,35,,3748,22734,22855,50.13,52.74
358,629,0,4929,4811,226,0,0,0,,499,468,573,0,7105,57,92,65,318,0,3933,89,,3906,23347,23524,51.3,56.2
355,612,0,4840,5166,232,0,0,0,,106,500,939,0,7105,57,92,630,314,0,3878,629,,3936,25954,25417,54,59.75
358,617,0,4823,5410,232,0,0,0,,0,515,1085,0,7106,57,93,1704,315,0,3699,1586,,3797,28379,27817,58.07,60.69
354,630,0,5411,5462,232,0,0,0,,0,507,1150,0,7107,57,93,2626,314,0,3616,2562,,3628,29167,28756,61.28,61.37
353,602,0,5470,5217,232,0,0,0,,0,528,1496,0,7106,57,93,3251,316,0,3790,3318,,3686,28775,28779,67.1,62.53
351,598,0,5474,4829,232,0,0,0,,0,520,1049,0,7108,56,92,3445,318,0,4193,3619,,4055,29025,28874,64.6,62.82
353,600,0,5331,4712,231,0,0,0,,0,493,875,0,7110,56,93,3459,321,0,4769,3585,,4588,28972,29113,58.23,63.48
348,595,0,5054,4637,231,0,0,0,,0,467,472,0,7108,55,88,3348,322,0,5266,3233,,5122,27691,28088,53,60.7
350,605,0,4926,4801,231,0,0,0,,0,482,1110,0,7104,56,82,2684,327,0,5542,2459,,5610,26933,27342,54.08,59.92
348,617,0,5634,4849,231,0,0,0,,1,485,2394,0,7103,56,86,1262,331,0,5754,1321,,5878,27000,27576,60.95,59.41
351,652,0,5793,4841,231,0,0,0,,0,541,4264,0,7104,54,91,274,331,0,6374,470,,6324,29479,30498,70.51,57.25
352,657,0,5841,4865,231,0,0,0,,0,579,5482,0,7103,54,92,78,332,0,6932,100,,6805,31297,32421,75.52,56.57
353,642,0,5875,4866,231,0,0,0,,0,600,4397,0,7106,54,90,67,335,0,7379,44,,7161,32398,33746,73.2,56.47
356,637,0,5759,4847,231,0,0,0,,0,557,3879,0,7107,55,88,45,338,0,7651,21,,7560,32697,33796,70.69,58.37
348,631,0,5710,4839,231,0,0,0,,0,577,2430,0,7108,56,88,47,335,0,7399,14,,7471,31686,32188,71.21,57.49
347,597,0,5566,4637,231,0,0,0,,22,501,1061,0,7108,55,90,47,329,0,7329,14,,7318,28974,29224,65.88,55.86
374,649,0,4019,4958,316,0,0,0,,2235,1505,1716,0,7107,60,93,28,296,0,11689,9,,11825,27403,27022,47.63,57.48
373,574,0,3685,4885,308,0,0,0,,2239,1360,1235,0,7107,60,94,27,294,0,11584,10,,11541,25535,25270,42.34,55.97
356,483,0,3597,4233,307,0,0,0,,2538,1346,970,0,7106,60,93,26,291,0,11891,9,,11661,24425,24126,39.74,54.78
350,369,0,3626,4229,304,0,0,0,,3183,1333,1014,0,7106,59,92,26,287,0,11805,10,,11881,23979,23681,36.7,52.64
352,397,0,3699,4491,298,0,0,0,,3216,1322,1215,0,7105,58,92,27,282,0,11403,11,,11526,23824,23671,36.01,50.76
346,466,0,3840,4641,308,0,0,0,,2459,1325,1178,0,7105,58,93,27,284,0,11357,11,,11267,24560,24328,38.93,52.36
328,543,0,3994,5050,310,0,0,0,,1935,1454,1532,0,7103,58,94,28,284,0,11511,9,,11500,27163,26933,45.3,54.88
331,548,0,4699,5712,303,0,0,0,,382,1474,1928,0,7103,59,93,28,293,0,11510,16,,11461,31694,31751,55.1,55.39
331,595,0,5505,6391,304,0,0,0,,57,1546,2313,0,7104,60,93,161,298,0,11061,224,,11175,34216,34248,61.97,58.74
346,595,0,5539,6652,307,0,0,0,,57,1572,2549,0,7104,61,92,1328,300,0,10487,1186,,10649,35146,35111,62.57,58.74
340,597,0,5389,6792,302,0,0,0,,57,1548,2412,0,7109,58,92,2562,297,0,10244,2484,,10207,35207,35222,62.49,58.31
343,598,0,5243,6739,311,0,0,0,,57,1535,2091,0,7108,62,90,3667,299,0,10317,3661,,10253,35191,34957,60.38,59.39
340,602,0,5251,6753,303,0,0,0,,5,1530,1847,0,7104,63,91,4324,299,0,10234,4425,,10447,34950,34789,59.66,60.55
345,585,0,5291,6538,300,0,0,0,,1,1512,1798,0,7105,63,90,4408,300,0,10085,4438,,10420,34885,34529,59.66,60.23
343,502,0,5131,5953,301,0,0,0,,54,1508,1702,0,7105,64,88,4296,302,0,10030,4302,,10001,33730,33263,55,58.62
339,530,0,5134,6107,301,0,0,0,,442,1499,1880,0,7105,62,88,4108,303,0,9761,4009,,9797,33171,32682,53.62,57.82
339,572,0,5287,6094,311,0,0,0,,488,1493,1938,0,7104,61,91,3658,305,0,9461,3436,,9488,32920,32364,56.45,57.27
342,559,0,5602,6268,313,0,0,0,,329,1529,2116,0,7095,62,92,2637,305,0,8941,2338,,9063,32988,32274,60.69,57.08
343,565,0,6120,6484,318,0,0,0,,47,1571,3049,0,7093,61,94,940,308,0,8275,953,,8352,33798,32993,65,57.49
342,594,0,6723,6811,319,0,0,0,,0,1592,4379,0,7100,58,97,345,308,0,8454,331,,8124,35948,35558,71.62,56.98
339,639,0,6871,6906,319,0,0,0,,0,1580,4457,0,7108,60,97,291,309,0,8290,203,,8270,36440,36226,72.6,58.01
339,601,0,6280,6735,319,0,0,0,,0,1553,3270,0,7111,60,95,179,320,0,8133,115,,8151,35620,35424,65.5,60.06
341,602,0,5587,6464,313,0,0,0,,0,1522,2429,0,7110,62,93,111,322,0,7840,89,,7951,33064,32931,61.59,58.17
336,595,0,5194,6410,312,0,0,0,,0,1471,1884,0,7111,62,92,88,316,0,7346,85,,7483,30052,29806,59.69,56.13
379,379,0,4418,2392,318,0,0,0,,0,1223,1888,0,7104,60,107,53,291,0,6045,38,,6255,26093,26001,47.47,58.04
376,378,0,4170,2353,309,0,0,0,,4,1198,1286,0,7106,60,105,45,290,0,5821,19,,5692,24494,24484,43.69,54.59
380,377,0,4095,2265,310,0,0,0,,323,1167,668,0,7107,60,104,20,288,0,5905,3,,5682,23459,23546,40.61,51.37
374,377,0,4113,2153,306,0,0,0,,599,1175,869,0,7105,60,104,20,293,0,5566,5,,5738,23066,23232,40.61,48.33
377,376,0,4144,2404,304,0,0,0,,464,1158,838,0,7107,58,105,19,292,0,5236,1,,5252,22956,23101,40.04,47.53
375,378,0,4181,2565,307,0,0,0,,419,1169,819,0,7109,59,102,20,291,0,5162,1,,5066,23603,23699,43,49.81
379,378,0,4741,2690,306,0,0,0,,1,1212,1821,0,7107,58,100,19,278,0,5062,1,,5067,25994,26190,47.47,52.33
376,377,0,5120,2893,321,0,0,0,,0,1238,3009,0,7108,58,103,43,282,0,4844,84,,4817,29741,29649,50.02,54.79
383,379,0,5541,2964,322,0,0,0,,0,1227,3710,0,7108,60,100,657,293,0,4365,699,,4411,31940,31786,51.58,58.88
375,379,0,5854,3256,324,0,0,0,,0,1342,4356,0,7107,60,92,1984,289,0,3537,1778,,3742,32841,32534,52.34,59.4
373,362,0,5674,3482,317,0,0,0,,0,1341,4306,0,7105,61,93,3625,288,0,2777,3055,,2994,33105,32680,52.29,59.72
372,490,0,5452,3441,311,0,0,0,,0,1261,4236,0,7104,61,93,4327,288,0,2479,4014,,2468,32870,32448,51.58,61.37
360,552,0,5425,3548,316,0,0,0,,0,1264,3764,0,7103,60,89,4680,290,0,2355,4620,,2299,32567,32241,51.69,62.09
367,541,0,5524,3514,326,0,0,0,,6,1245,3282,0,7101,60,91,4699,282,0,2423,4761,,2306,32237,31842,50.5,62.78
368,514,0,5395,3355,332,0,0,0,,0,1254,2967,0,7098,60,93,4614,282,0,2353,4732,,2352,31091,30751,50,61.04
368,511,0,5584,3153,333,0,0,0,,0,1275,3210,0,7094,59,94,4313,282,0,2143,4519,,2244,30382,30013,49.69,59.76
369,578,0,5569,3462,331,0,0,0,,0,1374,3274,0,7094,57,93,3843,278,0,1934,4033,,2018,29891,29564,49.51,59.41
371,570,0,5672,3702,341,0,0,0,,0,1379,3356,0,7087,63,93,3049,256,0,1713,3032,,1818,29672,29331,50.23,59.48
368,296,0,6061,3812,341,0,0,0,,0,1395,4366,0,7087,60,95,1634,255,0,1745,1520,,1687,29890,29313,51.58,59.05
360,282,0,6390,3779,343,0,0,0,,0,1442,6059,0,7092,61,95,589,260,0,1981,657,,1868,32384,31715,55.98,58.09
360,280,0,6471,3783,347,0,0,0,,0,1455,6378,0,7096,61,97,400,264,0,2141,452,,2128,34032,33566,55.49,59.18
360,283,0,5964,3584,347,0,0,0,,0,1439,5720,0,7099,61,95,354,277,0,2172,290,,2233,33238,32701,55,60.18
360,270,0,5881,3527,349,0,0,0,,0,1385,4695,0,7102,60,95,278,285,0,2316,213,,2283,30777,30242,51.97,59.96
360,262,0,5369,3485,348,0,0,0,,0,1339,3335,0,7100,60,95,189,289,0,2608,195,,2518,28086,27682,51.09,57.35
253,0,0,4798,2580,290,0,0,0,,56,1030,2150,0,6712,59,102,560,297,0,3705,579,,3761,25674,25603,51.09,55.76
256,0,0,4878,2553,272,0,0,0,,106,1016,1560,0,6534,57,102,551,293,0,3746,562,,3752,24183,24076,49.69,53.37
257,0,0,4991,2660,267,0,0,0,,428,986,1042,0,6495,58,101,548,281,0,3758,545,,3748,22952,22908,48.69,50.77
253,0,0,4985,2635,264,0,0,0,,422,956,953,0,6493,57,102,547,277,0,3678,536,,3725,22347,22300,47.12,48.64
249,0,0,4986,2601,274,0,0,0,,574,964,993,0,6499,57,103,531,277,0,3398,520,,3540,22032,22009,45.87,47.7
248,0,0,4937,2596,261,0,0,0,,613,952,1112,0,6505,57,102,449,278,0,3264,369,,3329,21897,21871,45.51,47.8
250,0,0,5273,2614,257,0,0,0,,555,951,1293,0,6506,56,102,258,290,0,3201,240,,3197,22331,22435,46.02,51.55
248,0,0,5256,2638,258,0,0,0,,507,984,1607,0,6510,58,100,129,265,0,3145,143,,3205,23150,23398,48.34,53.75
248,0,0,5114,2591,258,0,0,0,,419,1022,1906,0,6517,58,103,466,256,0,3096,809,,3094,24302,24715,49.51,55.57
252,0,0,4551,2648,260,0,0,0,,79,1081,2797,0,6509,59,101,1935,260,0,2788,1921,,2890,26502,27024,50.12,58.56
257,0,0,4270,2617,261,0,0,0,,0,1100,2787,0,6492,56,106,4250,287,0,2577,4014,,2640,27742,28366,49.69,59.33
255,0,0,4299,2687,261,0,0,0,,0,1108,2605,0,6495,56,107,5176,302,0,2647,4937,,2597,27949,28535,48.69,61.8
254,0,0,4289,2714,259,0,0,0,,0,1167,2162,0,6496,57,110,5529,301,0,2834,5522,,2806,27805,28320,48.01,62.38
259,0,0,4189,2657,260,0,0,0,,0,1133,1605,0,6479,58,109,5676,299,0,3077,5700,,3038,27753,28071,48.01,63.09
259,0,0,4207,2658,258,0,0,0,,168,1103,1335,0,6496,57,107,5670,299,0,3224,5686,,3239,27082,27213,47.01,61.51
256,0,0,3962,2620,256,0,0,0,,592,1094,1346,0,6479,56,106,5553,294,0,3225,5559,,3302,25914,26040,43.99,60.44
257,0,0,4010,2425,258,0,0,0,,615,1033,1364,0,6509,55,108,5306,288,0,3238,5352,,3251,25135,25293,43.88,59.84
254,0,0,4037,2507,261,0,0,0,,634,1020,1066,0,6518,57,104,4875,277,0,3454,4993,,3339,24753,24953,43.5,59.26
257,0,0,4005,2600,260,0,0,0,,813,1044,1381,0,6530,57,108,4169,275,0,3816,4171,,3699,24672,24791,43.97,58.58
254,0,0,3982,2623,263,0,0,0,,798,1077,1840,0,6540,57,107,2921,273,0,4026,2713,,4021,24786,24930,47.83,57.3
259,0,0,3993,2588,252,0,0,0,,428,1109,3127,0,6548,57,103,1239,267,0,4340,1261,,4194,26370,26221,49.87,57.74
262,0,0,4069,2654,252,0,0,0,,0,1123,4001,0,6562,57,102,681,283,0,4975,704,,4708,28779,28669,53.12,59.56
254,0,0,4107,2684,251,0,0,0,,19,1116,3285,0,6578,58,106,618,297,0,4945,627,,5177,27411,27322,51.01,58.04
263,0,0,4430,2591,248,0,0,0,,108,1094,1921,0,6594,57,106,612,304,0,4736,616,,4825,25701,25451,50.07,53.9
275,235,0,3520,3101,232,0,0,0,,25,798,900,0,6043,52,98,680,289,0,5803,629,,5843,23331,23349,48.72,56.83
272,218,0,3674,2850,232,0,0,0,,645,814,640,0,6047,52,99,683,286,0,5657,619,,5749,21846,22035,39.69,54.94
270,210,0,3649,2684,232,0,0,0,,1019,813,632,0,6049,52,100,679,288,0,5518,610,,5531,21094,21098,38,57.23
272,169,0,3678,2677,219,0,0,0,,1017,818,505,0,6052,52,100,678,282,0,5264,608,,5250,20764,20842,37.92,57.08
272,186,0,3706,2879,230,0,0,0,,1025,819,546,0,6055,52,100,677,290,0,4857,632,,4948,20804,20748,37.92,54.77
274,190,0,3812,3300,224,0,0,0,,1110,816,651,0,6057,52,98,672,297,0,4442,629,,4533,21542,21398,38.69,51.75
270,193,0,4126,3772,218,0,0,0,,248,821,1027,0,6058,52,100,487,297,0,4129,465,,4129,23900,23925,43.34,50.41
271,232,0,4661,4120,236,0,0,0,,23,826,1734,0,6060,53,97,456,294,0,3787,453,,3803,26659,26566,49.89,49.79
281,267,0,4815,4403,289,0,0,0,,0,853,2416,0,6061,54,100,1174,301,0,3213,1076,,3361,29388,28791,51.22,49.3
280,276,0,4449,4347,297,0,0,0,,0,913,2790,0,6061,56,101,3188,300,0,2756,2868,,2724,30712,29960,51.89,51.45
275,286,0,4573,4389,300,0,0,0,,0,923,2292,0,6058,56,100,4576,306,0,2636,4277,,2420,31150,30637,51.89,51.72
273,284,0,4628,4445,301,0,0,0,,0,919,2388,0,6056,58,97,5065,310,0,2558,4940,,2497,31676,30881,51.89,53.5
275,292,0,4578,4453,296,0,0,0,,0,939,2443,0,6054,60,100,5324,309,0,2618,5298,,2570,31845,31237,52.15,55.27
276,290,0,4567,4465,295,0,0,0,,0,957,2406,0,6048,58,100,5386,307,0,2577,5466,,2594,31666,31201,51.93,57.04
271,290,0,4604,4490,288,0,0,0,,0,916,2150,0,6044,56,102,5408,301,0,2545,5392,,2567,30643,30339,51.8,58.07
272,292,0,4479,4498,285,0,0,0,,0,873,2034,0,6041,55,99,5329,299,0,2695,5275,,2629,30001,29788,51.19,53.36
276,292,0,4612,4509,277,0,0,0,,0,876,2205,0,6038,56,100,5068,290,0,2911,4993,,2848,29984,29703,51.04,49.68
278,267,0,4558,4476,281,0,0,0,,0,985,2438,0,6038,55,103,4625,294,0,3100,4599,,3122,29981,29673,51.04,48.26
272,263,0,4609,4494,296,0,0,0,,0,988,2367,0,6036,55,102,3931,303,0,3464,3927,,3378,29684,29273,50.09,49.56
269,288,0,4648,4504,301,0,0,0,,0,997,2453,0,6033,58,102,2762,304,0,3706,2875,,3738,29428,29112,50.54,49.61
276,289,0,4749,4514,302,0,0,0,,0,1016,2914,0,6034,60,106,1379,308,0,3851,1616,,3847,29654,29591,52.71,50.02
275,290,0,4733,4526,303,0,0,0,,0,983,4405,0,6034,56,106,753,308,0,4416,904,,4101,30801,30999,56.42,54.49
271,292,0,4436,4511,307,0,0,0,,0,1017,2973,0,6036,52,107,671,307,0,4709,594,,4697,29262,29177,54.53,54.21
